,country,year,CH4,CO2,mining,GHG,N20,NO,Renewable,SO2,copdDalys,prev_CH4,prev_CO2,prev_mining,prev_GHG,prev_N20,prev_NO,prev_Renewable,prev_SO2,prev_copdDalys
579,Lithuania,2004_to_2005,-0.259999999999991,818.74,-0.02,1099.42,0.890000000000001,-0.340000000000003,1.13,1.79,316.631532103984,0.779999999999973,592.469999999999,-0.02,857.43,0.76,1.87,-0.13,0.739999999999998,-511.73283994343
580,Lithuania,2005_to_2006,-0.0199999999999818,316.93,-0.02,293.869999999999,-0.18,2.54000000000001,1.21,-2.21,-71.4870380085304,-0.259999999999991,818.74,-0.02,1099.42,0.890000000000001,-0.340000000000003,1.13,1.79,316.631532103984
581,Lithuania,2006_to_2007,-1.47000000000003,1389.78,-0.05,2187.27,2.69,-3.2,1.13,-3.54,-115.036790914055,-0.0199999999999818,316.93,-0.02,293.869999999999,-0.18,2.54000000000001,1.21,-2.21,-71.4870380085304
582,Lithuania,2007_to_2008,-2.61999999999998,-618.630000000001,-0.01,-906.700000000001,-0.890000000000001,0.640000000000001,0.5,-2.11,-1745.0634424685,-1.47000000000003,1389.78,-0.05,2187.27,2.69,-3.2,1.13,-3.54,-115.036790914055
583,Lithuania,2008_to_2009,-3.89000000000001,-2156.39,-0.12,-4307.8,-6.96,-5.89,0.460000000000001,-0.790000000000003,-1889.54768625552,-2.61999999999998,-618.630000000001,-0.01,-906.700000000001,-0.890000000000001,0.640000000000001,0.5,-2.11,-1745.0634424685
584,Lithuania,2009_to_2010,-1.00999999999999,903.969999999999,0.05,819.119999999999,-0.360000000000001,2.02,20.56,-0.699999999999999,-403.762777907596,-3.89000000000001,-2156.39,-0.12,-4307.8,-6.96,-5.89,0.460000000000001,-0.790000000000003,-1889.54768625552
585,Lithuania,2010_to_2011,-6.41,344.34,0.06,575.099999999999,1.15,-3.27,6.31,1.51,-514.106247064683,-1.00999999999999,903.969999999999,0.05,819.119999999999,-0.360000000000001,2.02,20.56,-0.699999999999999,-403.762777907596
586,Lithuania,2011_to_2012,0.359999999999985,59.75,-0.03,-66.2099999999991,-0.59,2,-3.25,-2.53,-499.242635667535,-6.41,344.34,0.06,575.099999999999,1.15,-3.27,6.31,1.51,-514.106247064683
587,Lithuania,2012_to_2013,-2.69999999999999,-990.559999999999,0,-1228.84,-0.77,-1.34,7.2,-2.34,-166.910726224545,0.359999999999985,59.75,-0.03,-66.2099999999991,-0.59,2,-3.25,-2.53,-499.242635667535
588,Lithuania,2013_to_2014,0.25,-252.800000000001,-0.01,-56.9500000000007,0.449999999999999,-1.88999999999999,5.43,-1.32,-724.761152603201,-2.69999999999999,-990.559999999999,0,-1228.84,-0.77,-1.34,7.2,-2.34,-166.910726224545
589,Lithuania,2014_to_2015,-1.89000000000001,209.67,-0.1,289.740000000002,0.0700000000000003,1.09,-2.43,1.59,27.2722046929193,0.25,-252.800000000001,-0.01,-56.9500000000007,0.449999999999999,-1.88999999999999,5.43,-1.32,-724.761152603201
590,Lithuania,2015_to_2016,-3.67999999999998,30.3700000000008,0,19.9199999999983,-0.24,-0.759999999999998,14.95,-0.0499999999999989,-384.959977883842,-1.89000000000001,209.67,-0.1,289.740000000002,0.0700000000000003,1.09,-2.43,1.59,27.2722046929193
591,Lithuania,2016_to_2017,-2.22,218.34,0.01,197.260000000002,0.120000000000001,-3.71,9.4,-2.23,-971.586828440883,-3.67999999999998,30.3700000000008,0,19.9199999999983,-0.24,-0.759999999999998,14.95,-0.0499999999999989,-384.959977883842
593,Luxembourg,1991_to_1992,-0.640000000000001,-233.630000000001,0.02,-235.980000000001,0.03,-0.0700000000000003,-5.65,-0.390000000000001,47.5203109806366,0.5,618.150000000001,-0.01,641.720000000001,0.04,5.83,-3.37,0.210000000000001,87.772153128532
594,Luxembourg,1992_to_1993,0.190000000000001,140.65,-0.00999999999999998,146.650000000001,-0.03,-2.2,-7.36,0.93,103.188868311714,-0.640000000000001,-233.630000000001,0.02,-235.980000000001,0.03,-0.0700000000000003,-5.65,-0.390000000000001,47.5203109806366
595,Luxembourg,1993_to_1994,-0.5,-808.879999999999,-0.03,-824.92,-0.01,-3.5,13.8,-1.55,38.421362551599,0.190000000000001,140.65,-0.00999999999999998,146.650000000001,-0.03,-2.2,-7.36,0.93,103.188868311714
596,Luxembourg,1994_to_1995,0.640000000000001,-2393.63,-0.02,-2376.72,0,-6.44,10.37,-6.12,-1.87637595692604,-0.5,-808.879999999999,-0.03,-824.92,-0.01,-3.5,13.8,-1.55,38.421362551599
597,Luxembourg,1995_to_1996,0.349999999999998,49.6100000000006,-0.03,63.4500000000007,0.01,0.140000000000001,2.19,-0.52,-7.2193324571108,0.640000000000001,-2393.63,-0.02,-2376.72,0,-6.44,10.37,-6.12,-1.87637595692604
598,Luxembourg,1996_to_1997,-0.209999999999997,-646.799999999999,0.01,-652.120000000001,-0.01,-0.229999999999997,4.84999999999999,-2.66,33.2254126732714,0.349999999999998,49.6100000000006,-0.03,63.4500000000007,0.01,0.140000000000001,2.19,-0.52,-7.2193324571108
599,Luxembourg,1997_to_1998,-0.100000000000001,-878.040000000001,0.01,-880.959999999999,-0.02,-1.08000000000001,6.87,-2.64,25.0907913138321,-0.209999999999997,-646.799999999999,0.01,-652.120000000001,-0.01,-0.229999999999997,4.84999999999999,-2.66,33.2254126732714
600,Luxembourg,1998_to_1999,0.199999999999999,452.91,-0.01,465.799999999999,0.02,2.54000000000001,-6.62,0.0800000000000001,43.8008099418953,-0.100000000000001,-878.040000000001,0.01,-880.959999999999,-0.02,-1.08000000000001,6.87,-2.64,25.0907913138321
601,Luxembourg,1999_to_2000,-0.279999999999998,583.59,0.01,581.130000000001,0,3.73,1.86,0.16,7.29533058266088,0.199999999999999,452.91,-0.01,465.799999999999,0.02,2.54000000000001,-6.62,0.0800000000000001,43.8008099418953
602,Luxembourg,2000_to_2001,0.209999999999997,494.800000000001,-0.03,489.07,-0.0600000000000001,1.73,-21.46,0.57,-40.0650604965249,-0.279999999999998,583.59,0.01,581.130000000001,0,3.73,1.86,0.16,7.29533058266088
603,Luxembourg,2001_to_2002,-0.0199999999999996,776.679999999998,0.02,776.699999999999,-0.01,0.420000000000002,-27.88,-1.02,61.3661209438355,0.209999999999997,494.800000000001,-0.03,489.07,-0.0600000000000001,1.73,-21.46,0.57,-40.0650604965249
604,Luxembourg,2002_to_2003,-0.43,472.970000000001,0,441.42,-0.08,2.79,-1.47,-0.18,1.3150134407224,-0.0199999999999996,776.679999999998,0.02,776.699999999999,-0.01,0.420000000000002,-27.88,-1.02,61.3661209438355
605,Luxembourg,2003_to_2004,-0.129999999999999,1368.29,-0.01,1390.67,0.09,8.96,-4.07,-0.21,56.2772596690284,-0.43,472.970000000001,0,441.42,-0.08,2.79,-1.47,-0.18,1.3150134407224
606,Luxembourg,2004_to_2005,-0.0399999999999991,261.140000000001,-0.01,242.150000000001,-0.0600000000000001,1.73,1.12,-0.0300000000000002,42.0007252612118,-0.129999999999999,1368.29,-0.01,1390.67,0.09,8.96,-4.07,-0.21,56.2772596690284
607,Luxembourg,2005_to_2006,-0.150000000000002,-169.17,0,-171.050000000001,-0.01,-5.46,0.0300000000000011,0.38,26.3548330541043,-0.0399999999999991,261.140000000001,-0.01,242.150000000001,-0.0600000000000001,1.73,1.12,-0.0300000000000002,42.0007252612118
608,Luxembourg,2006_to_2007,0.350000000000001,-602.700000000001,0,-584.139999999999,0.02,-4.39,2.1,-0.44,18.6009449476014,-0.150000000000002,-169.17,0,-171.050000000001,-0.01,-5.46,0.0300000000000011,0.38,26.3548330541043
609,Luxembourg,2007_to_2008,0.41,-138.33,-0.02,-118.83,0.02,-3.26,4.31,-0.63,24.4453056148022,0.350000000000001,-602.700000000001,0,-584.139999999999,0.02,-4.39,2.1,-0.44,18.6009449476014
610,Luxembourg,2008_to_2009,0.0500000000000007,-547.43,0,-547.52,-0.01,-4.57,-5.77,-0.02,77.0665004154143,0.41,-138.33,-0.02,-118.83,0.02,-3.26,4.31,-0.63,24.4453056148022
611,Luxembourg,2009_to_2010,0,571.470000000001,-0.01,581.48,0.03,0.799999999999997,10.01,-0.02,54.414394733813,0.0500000000000007,-547.43,0,-547.52,-0.01,-4.57,-5.77,-0.02,77.0665004154143
612,Luxembourg,2010_to_2011,-0.98,-104.740000000002,0.01,-122.809999999999,0.01,0.700000000000003,-0.800000000000004,-0.42,60.8253128674146,0,571.470000000001,-0.01,581.48,0.03,0.799999999999997,10.01,-0.02,54.414394733813
613,Luxembourg,2011_to_2012,-0.32,-263.15,-0.01,-273,-0.02,-2.6,0.560000000000002,0.21,55.5497739010661,-0.98,-104.740000000002,0.01,-122.809999999999,0.01,0.700000000000003,-0.800000000000004,-0.42,60.8253128674146
614,Luxembourg,2012_to_2013,0.169999999999998,-547.529999999999,-0.01,-538.77,0,-3.41,12.14,0.05,52.5486195264793,-0.32,-263.15,-0.01,-273,-0.02,-2.6,0.560000000000002,0.21,55.5497739010661
615,Luxembourg,2013_to_2014,0.52,-478.650000000001,-0.01,-457.629999999999,0.01,-2.17,-0.219999999999999,0.02,9.84948000713939,0.169999999999998,-547.529999999999,-0.01,-538.77,0,-3.41,12.14,0.05,52.5486195264793
616,Luxembourg,2014_to_2015,0.240000000000002,-492.049999999999,0,-486.75,0,-3.52,17.45,-0.21,60.9037036772597,0.52,-478.650000000001,-0.01,-457.629999999999,0.01,-2.17,-0.219999999999999,0.02,9.84948000713939
617,Luxembourg,2015_to_2016,0.149999999999999,-252.92,0,-239.41,0.03,-2.76,15.97,-0.35,-18.6104458835716,0.240000000000002,-492.049999999999,0,-486.75,0,-3.52,17.45,-0.21,60.9037036772597
618,Luxembourg,2016_to_2017,0.300000000000001,170.15,0.01,185.01,0.02,-3.08,0.280000000000001,0.01,91.0653883828554,0.149999999999999,-252.92,0,-239.41,0.03,-2.76,15.97,-0.35,-18.6104458835716
620,Netherlands,1991_to_1992,-15.55,-166.140000000014,-0.34,725.070000000007,0.849999999999994,-12.79,0.19,-2.98,3788.21467982428,16.2199999999998,8411.27000000002,0.24,7644.69,0.580000000000005,-140.95,-0.02,-79.09,3584.46992283396
621,Netherlands,1992_to_1993,-17.2,187.309999999998,-0.0600000000000001,756.970000000001,0.920000000000002,-14.9,0.01,-2.77,6838.28970375491,-15.55,-166.140000000014,-0.34,725.070000000007,0.849999999999994,-12.79,0.19,-2.98,3788.21467982428
622,Netherlands,1993_to_1994,-40.5999999999999,583.820000000007,-0.0800000000000001,882.929999999993,-1.62,-23.03,0.08,-4.55,1926.70751951216,-17.2,187.309999999998,-0.0600000000000001,756.970000000001,0.920000000000002,-14.9,0.01,-2.77,6838.28970375491
623,Netherlands,1994_to_1995,-28.8,1564.80000000002,-0.0499999999999998,187.26999999999,-0.300000000000004,90.61,0.15,27.9,5118.38978692258,-40.5999999999999,583.820000000007,-0.0800000000000001,882.929999999993,-1.62,-23.03,0.08,-4.55,1926.70751951216
624,Netherlands,1995_to_1996,-27.5900000000001,9182.12,0.34,10825.75,0.150000000000006,-112.96,0.03,-106.77,4137.619217556,-28.8,1564.80000000002,-0.0499999999999998,187.26999999999,-0.300000000000004,90.61,0.15,27.9,5118.38978692258
625,Netherlands,1996_to_1997,-65.2399999999998,-7128.66,-0.26,-8160.47,-0.880000000000003,-18.02,0.05,-6.85,2753.78411665317,-27.5900000000001,9182.12,0.34,10825.75,0.150000000000006,-112.96,0.03,-106.77,4137.619217556
626,Netherlands,1997_to_1998,-29.47,1117.23999999999,-0.36,558.070000000007,-1.94,68.76,0.13,80.49,4766.8753369762,-65.2399999999998,-7128.66,-0.26,-8160.47,-0.880000000000003,-18.02,0.05,-6.85,2753.78411665317
627,Netherlands,1998_to_1999,-50.3500000000001,-5409.51999999999,-0.39,-13332.72,-2.32,-2.53000000000003,0,-6.56,4224.33376950372,-29.47,1117.23999999999,-0.36,558.070000000007,-1.94,68.76,0.13,80.49,4766.8753369762
628,Netherlands,1999_to_2000,-44.13,1160.09,0.54,-1589.35999999999,-1.77,-21.62,0.31,-15.41,3403.08004249888,-50.3500000000001,-5409.51999999999,-0.39,-13332.72,-2.32,-2.53000000000003,0,-6.56,4224.33376950372
629,Netherlands,2000_to_2001,-26.5,4911.07000000001,0.42,474.970000000001,-3.3,-10.5599999999999,-0.0900000000000001,1.67,1892.51876596943,-44.13,1160.09,0.54,-1589.35999999999,-1.77,-21.62,0.31,-15.41,3403.08004249888
630,Netherlands,2001_to_2002,-45.12,-685.460000000021,-0.32,-2105.49000000002,-2.71,-13.72,0.0800000000000001,-6.56,3534.88982197575,-26.5,4911.07000000001,0.42,474.970000000001,-3.3,-10.5599999999999,-0.0900000000000001,1.67,1892.51876596943
631,Netherlands,2002_to_2003,-30.9599999999999,3451.95000000001,0.0500000000000003,682.720000000001,-0.410000000000004,-4.93000000000001,0.33,-4.44,5218.51823758418,-45.12,-685.460000000021,-0.32,-2105.49000000002,-2.71,-13.72,0.0800000000000001,-6.56,3534.88982197575
632,Netherlands,2003_to_2004,-15.33,1816.76999999999,0.0699999999999998,1602.57000000001,1.5,-12.6,0.49,2.69,-4395.27078690121,-30.9599999999999,3451.95000000001,0.0500000000000003,682.720000000001,-0.410000000000004,-4.93000000000001,0.33,-4.44,5218.51823758418
633,Netherlands,2004_to_2005,-58.29,-3922.75999999998,0.14,-5667.25,-0.299999999999997,-10.46,0.27,-1.55,486.3245466316,-15.33,1816.76999999999,0.0699999999999998,1602.57000000001,1.5,-12.6,0.49,2.69,-4395.27078690121
634,Netherlands,2005_to_2006,-17.6700000000001,-4772.49000000002,0.52,-5050.03,-0.149999999999999,-11.89,0.61,0.25,-253.667909457901,-58.29,-3922.75999999998,0.14,-5667.25,-0.299999999999997,-10.46,0.27,-1.55,486.3245466316
635,Netherlands,2006_to_2007,1.96000000000004,-99.3399999999965,-0.28,-1499.76999999999,-5.54,-17.09,0.51,-3.16,521.303896990576,-17.6700000000001,-4772.49000000002,0.52,-5050.03,-0.149999999999999,-11.89,0.61,0.25,-253.667909457901
636,Netherlands,2007_to_2008,9.11000000000001,2894.33000000002,0.95,-636.510000000009,-12.66,-6.55999999999995,0.660000000000001,-9.29,1765.46415674174,1.96000000000004,-99.3399999999965,-0.28,-1499.76999999999,-5.54,-17.09,0.51,-3.16,521.303896990576
637,Netherlands,2008_to_2009,-8.82000000000005,-5313.77000000002,-0.95,-5658.20000000001,-0.669999999999998,-19.84,0.0399999999999991,-13.28,1809.70557561392,9.11000000000001,2894.33000000002,0.95,-636.510000000009,-12.66,-6.55999999999995,0.660000000000001,-9.29,1765.46415674174
638,Netherlands,2009_to_2010,-3.31999999999994,11950.2,0.19,11899.26,-0.98,-3.98000000000002,-0.66,-3.14,2381.32630228045,-8.82000000000005,-5313.77000000002,-0.95,-5658.20000000001,-0.669999999999998,-19.84,0.0399999999999991,-13.28,1809.70557561392
639,Netherlands,2010_to_2011,-21.86,-13052.21,0.17,-14105.88,-0.73,-14.74,1.14,-0.0200000000000031,3280.64874849445,-3.31999999999994,11950.2,0.19,11899.26,-0.98,-3.98000000000002,-0.66,-3.14,2381.32630228045
640,Netherlands,2011_to_2012,-16.85,-3238.70000000001,0.41,-3903.42999999999,-0.539999999999999,-9.67000000000002,0.5,0.190000000000005,4661.02241352931,-21.86,-13052.21,0.17,-14105.88,-0.73,-14.74,1.14,-0.0200000000000031,3280.64874849445
641,Netherlands,2012_to_2013,-0.509999999999991,-109.149999999994,0.11,-393.889999999985,0.599999999999998,-5.99000000000001,0.92,-4.3,2634.35836923658,-16.85,-3238.70000000001,0.41,-3903.42999999999,-0.539999999999999,-9.67000000000002,0.5,0.190000000000005,4661.02241352931
642,Netherlands,2013_to_2014,-16.6899999999999,-6949.87,-0.97,-7693.53000000003,0.43,-12.54,0.39,-0.43,947.689997749054,-0.509999999999991,-109.149999999994,0.11,-393.889999999985,0.599999999999998,-5.99000000000001,0.92,-4.3,2634.35836923658
643,Netherlands,2014_to_2015,7.76999999999998,7598.64999999999,-0.75,8237.76000000001,0.84,-2.12,1.5,1.14,6151.1759021164,-16.6899999999999,-6949.87,-0.97,-7693.53000000003,0.43,-12.54,0.39,-0.43,947.689997749054
644,Netherlands,2015_to_2016,5.05999999999995,-84.570000000007,-0.77,-430.760000000009,-1.11,-10.83,0.629999999999999,-2.88,3279.45116432072,7.76999999999998,7598.64999999999,-0.75,8237.76000000001,0.84,-2.12,1.5,1.14,6151.1759021164
645,Netherlands,2016_to_2017,-12.67,-1837.32000000001,0.2,-2115.13999999998,0.600000000000001,-11.58,2.36,-1.4,3172.97480554576,5.05999999999995,-84.570000000007,-0.77,-430.760000000009,-1.11,-10.83,0.629999999999999,-2.88,3279.45116432072
647,New Zealand,1991_to_1992,-14.96,1994.69,0.0499999999999998,1215.26,0.120000000000001,9.41,-4.63999999999999,4.91,996.507692924035,4.99000000000001,664.09,-0.13,862.589999999997,0.27,1.27000000000001,-2.84,-1.81,462.567009044251
648,New Zealand,1992_to_1993,8.40000000000009,-405.610000000001,-0.16,-235.379999999997,0.709999999999997,1.52,4.5,-1.62,873.221914332094,-14.96,1994.69,0.0499999999999998,1215.26,0.120000000000001,9.41,-4.63999999999999,4.91,996.507692924035
649,New Zealand,1993_to_1994,33.8399999999999,180.870000000003,-0.17,1245.77999999999,0.780000000000001,4.19,5.02999999999999,0.730000000000004,513.303679606368,8.40000000000009,-405.610000000001,-0.16,-235.379999999997,0.709999999999997,1.52,4.5,-1.62,873.221914332094
650,New Zealand,1994_to_1995,16.0999999999999,121.48,-0.1,747.060000000012,0.82,3.11,1.82000000000001,2.9,1391.75314959037,33.8399999999999,180.870000000003,-0.17,1245.77999999999,0.780000000000001,4.19,5.02999999999999,0.730000000000004,513.303679606368
651,New Zealand,1995_to_1996,23.98,1293.27,0.12,2123.09999999999,0.23,5.76000000000001,-4.62,-1.3,943.180437720512,16.0999999999999,121.48,-0.1,747.060000000012,0.82,3.11,1.82000000000001,2.9,1391.75314959037
652,New Zealand,1996_to_1997,26.95,1994.26,-0.04,2709.94,0.300000000000001,8.08000000000001,-8.94,0.940000000000005,306.431898424053,23.98,1293.27,0.12,2123.09999999999,0.23,5.76000000000001,-4.62,-1.3,943.180437720512
653,New Zealand,1997_to_1998,-22.1800000000001,-1406.56,-0.14,-2037.89999999999,-0.190000000000001,-5.14000000000001,5.3,0.0599999999999952,-350.791747586321,26.95,1994.26,-0.04,2709.94,0.300000000000001,8.08000000000001,-8.94,0.940000000000005,306.431898424053
654,New Zealand,1998_to_1999,9.82000000000016,1589.49,-0.01,1838.54999999999,0.109999999999999,8.02000000000001,-6,4.38,1245.01603855482,-22.1800000000001,-1406.56,-0.14,-2037.89999999999,-0.190000000000001,-5.14000000000001,5.3,0.0599999999999952,-350.791747586321
655,New Zealand,1999_to_2000,35.21,809.079999999998,0.1,2043.15000000001,1.05,7.03999999999999,1.91000000000001,4.36,60.9393477016201,9.82000000000016,1589.49,-0.01,1838.54999999999,0.109999999999999,8.02000000000001,-6,4.38,1245.01603855482
656,New Zealand,2000_to_2001,15.29,2176.09,-0.05,3002.28,1.26,7.08000000000001,-7.74000000000001,4.19,973.915442869293,35.21,809.079999999998,0.1,2043.15000000001,1.05,7.03999999999999,1.91000000000001,4.36,60.9393477016201
657,New Zealand,2001_to_2002,-7.71000000000004,180.659999999996,-0.01,369.600000000006,0.91,3.34999999999999,6.33,1.59,474.541412340819,15.29,2176.09,-0.05,3002.28,1.26,7.08000000000001,-7.74000000000001,4.19,973.915442869293
658,New Zealand,2002_to_2003,5.30999999999995,1713.8,-0.19,2168.64999999999,0.600000000000001,7.56999999999999,-3.48999999999999,13.58,-429.114442819009,-7.71000000000004,180.659999999996,-0.01,369.600000000006,0.91,3.34999999999999,6.33,1.59,474.541412340819
659,New Zealand,2003_to_2004,-1.25999999999999,-411.790000000001,0.0800000000000001,-348.779999999999,0.149999999999999,-5.56999999999999,6.13,-3.06999999999999,-120.016565967744,5.30999999999995,1713.8,-0.19,2168.64999999999,0.600000000000001,7.56999999999999,-3.48999999999999,13.58,-429.114442819009
660,New Zealand,2004_to_2005,9,1630.93,0.12,1979.59,0.140000000000001,8.44999999999999,-8.04,6.53,-516.283569936859,-1.25999999999999,-411.790000000001,0.0800000000000001,-348.779999999999,0.149999999999999,-5.56999999999999,6.13,-3.06999999999999,-120.016565967744
661,New Zealand,2005_to_2006,8.62000000000012,-104.709999999999,0.1,180.790000000008,-0.23,-0.650000000000006,0.25,-3.77000000000001,39.2902310755671,9,1630.93,0.12,1979.59,0.140000000000001,8.44999999999999,-8.04,6.53,-516.283569936859
662,New Zealand,2006_to_2007,-37.6000000000001,-906.450000000004,0.9,-2039.63,-0.84,-3.72,0.729999999999997,-7.67,410.619966004168,8.62000000000012,-104.709999999999,0.1,180.790000000008,-0.23,-0.650000000000006,0.25,-3.77000000000001,39.2902310755671
663,New Zealand,2007_to_2008,-40.6199999999999,1032.44,0.22,110.75,-0.0199999999999996,2.75,-1.23,5.29000000000001,490.187243831468,-37.6000000000001,-906.450000000004,0.9,-2039.63,-0.84,-3.72,0.729999999999997,-7.67,410.619966004168
664,New Zealand,2008_to_2009,6.76999999999998,-2829.89,-0.11,-2755.15000000001,-0.32,-10.04,7.36000000000001,-12.95,-78.2196179227103,-40.6199999999999,1032.44,0.22,110.75,-0.0199999999999996,2.75,-1.23,5.29000000000001,490.187243831468
665,New Zealand,2009_to_2010,1.34999999999991,195.349999999999,-0.0699999999999998,496.630000000005,0.690000000000001,1.59,1.61,-0.840000000000003,45.3441306631721,6.76999999999998,-2829.89,-0.11,-2755.15000000001,-0.32,-10.04,7.36000000000001,-12.95,-78.2196179227103
666,New Zealand,2010_to_2011,4.77999999999997,-708.209999999999,-0.18,-292.319999999992,0.620000000000001,-0.390000000000015,2.83,0.579999999999998,589.225833909812,1.34999999999991,195.349999999999,-0.0699999999999998,496.630000000005,0.690000000000001,1.59,1.61,-0.840000000000003,45.3441306631721
667,New Zealand,2011_to_2012,18.4200000000001,1750.86,-0.17,2426.09,0.5,8.20000000000002,-4.36,4.55000000000001,465.60530062177,4.77999999999997,-708.209999999999,-0.18,-292.319999999992,0.620000000000001,-0.390000000000015,2.83,0.579999999999998,589.225833909812
668,New Zealand,2012_to_2013,3.31999999999994,-759.489999999998,-0.2,-596.669999999998,0.0700000000000003,-0.0300000000000011,2.41,-3.11,304.680023348956,18.4200000000001,1750.86,-0.17,2426.09,0.5,8.20000000000002,-4.36,4.55000000000001,465.60530062177
