,country,year,CH4,CO2,mining,GHG,N20,NO,Renewable,SO2,copdDalys,prev_CH4,prev_CO2,prev_mining,prev_GHG,prev_N20,prev_NO,prev_Renewable,prev_SO2,prev_copdDalys
469,Italy,2014_to_2015,-0.850000000000136,12227.38,-0.09,12940.04,0.0799999999999983,-35.5300000000001,-4.93,-7.09000000000002,13443.185957599,-34.6399999999999,-19707.91,-0.07,-20581.01,-1.52,-20.0699999999999,3.61,-14.98,2873.98617514997
470,Italy,2015_to_2016,-19.3699999999999,-3531.97999999998,-0.05,-3343.29999999999,0.810000000000002,-20.2199999999999,-0.920000000000002,-7.53999999999999,-670.281579263567,-0.850000000000136,12227.38,-0.09,12940.04,0.0799999999999983,-35.5300000000001,-4.93,-7.09000000000002,13443.185957599
471,Italy,2016_to_2017,10.3499999999999,-5082.27000000002,0.03,-4763.98999999999,-0.310000000000002,-40.4100000000001,-2.02,-1.53,3859.28987203381,-19.3699999999999,-3531.97999999998,-0.05,-3343.29999999999,0.810000000000002,-20.2199999999999,-0.920000000000002,-7.53999999999999,-670.281579263567
473,Japan,1991_to_1992,34.3599999999999,9674.37000000011,-0.01,12663.3400000001,0.579999999999998,-28.77,-1.89,-41.53,15202.7434678327,-46.3499999999999,11674.4199999999,-0.02,13961.21,-1,48.1300000000001,0.779999999999999,-9,14321.0275367533
474,Japan,1992_to_1993,-163.73,-7092.79000000004,-0.02,-7558.91999999993,-0.459999999999994,-14.52,1.68,-44.27,12583.0359542366,34.3599999999999,9674.37000000011,-0.01,12663.3400000001,0.579999999999998,-28.77,-1.89,-41.53,15202.7434678327
475,Japan,1993_to_1994,135.44,54919.53,-0.02,64335.23,4.22,36.29,-3.81,57.1199999999999,6028.69449921197,-163.73,-7092.79000000004,-0.02,-7558.91999999993,-0.459999999999994,-14.52,1.68,-44.27,12583.0359542366
476,Japan,1994_to_1995,-59.4000000000001,12361.3199999998,-0.01,21064.27,1.03,60.2399999999998,1.65,-9.34999999999991,11774.617868597,135.44,54919.53,-0.02,64335.23,4.22,36.29,-3.81,57.1199999999999,6028.69449921197
477,Japan,1995_to_1996,-48.1900000000001,11939.4100000001,0,12464.4199999999,3.78999999999999,-14.21,-0.449999999999999,-44.8399999999999,2481.55222907092,-59.4000000000001,12361.3199999998,-0.01,21064.27,1.03,60.2399999999998,1.65,-9.34999999999991,11774.617868597
478,Japan,1996_to_1997,-30.05,-6755.54000000004,-0.01,-7667.87000000011,2.71000000000001,24.0300000000002,0.76,35.54,8348.7686900401,-48.1900000000001,11939.4100000001,0,12464.4199999999,3.78999999999999,-14.21,-0.449999999999999,-44.8399999999999,2481.55222907092
479,Japan,1997_to_1998,-74.51,-39695.71,-0.00999999999999998,-48521.6899999999,-5.31,-96.73,-0.110000000000001,-74.1700000000001,14762.5373213781,-30.05,-6755.54000000004,-0.01,-7667.87000000011,2.71000000000001,24.0300000000002,0.76,35.54,8348.7686900401
480,Japan,1998_to_1999,-4.72000000000003,36598.99,-0.02,23590.04,-20.63,39.75,-0.799999999999999,17.4300000000001,14263.8998034636,-74.51,-39695.71,-0.00999999999999998,-48521.6899999999,-5.31,-96.73,-0.110000000000001,-74.1700000000001,14762.5373213781
481,Japan,1999_to_2000,-0.309999999999945,22828.95,0,20404.03,8.44999999999999,9.41000000000008,-0.0999999999999996,-6.06000000000017,5372.5618091647,-4.72000000000003,36598.99,-0.02,23590.04,-20.63,39.75,-0.799999999999999,17.4300000000001,14263.8998034636
482,Japan,2000_to_2001,-34,-14633.21,0,-25440.75,-12.13,-20.8900000000001,-0.0400000000000009,-6.7199999999998,7156.729798869,-0.309999999999945,22828.95,0,20404.03,8.44999999999999,9.41000000000008,-0.0999999999999996,-6.06000000000017,5372.5618091647
483,Japan,2001_to_2002,-27.8299999999999,29241.9099999999,-0.02,23834.1799999999,-1.86,47.2400000000002,-0.359999999999999,-9.07000000000016,9721.18813454267,-34,-14633.21,0,-25440.75,-12.13,-20.8900000000001,-0.0400000000000009,-6.7199999999998,7156.729798869
484,Japan,2002_to_2003,-57.79,8189.21999999997,0,5949.45999999996,-0.530000000000001,-19.1300000000001,1.41,-26.77,12984.3827538727,-27.8299999999999,29241.9099999999,-0.02,23834.1799999999,-1.86,47.2400000000002,-0.359999999999999,-9.07000000000016,9721.18813454267
485,Japan,2003_to_2004,41.3399999999999,-4770.09999999986,-0.02,-7428.05999999982,-0.569999999999993,-69.3700000000001,-0.43,-30.0599999999999,9424.31071993592,-57.79,8189.21999999997,0,5949.45999999996,-0.530000000000001,-19.1300000000001,1.41,-26.77,12984.3827538727
486,Japan,2004_to_2005,-7.18000000000006,7184.19999999995,0,7081.94999999995,-1.49000000000001,-24.76,-1.65,-47.58,14664.4557964548,41.3399999999999,-4770.09999999986,-0.02,-7428.05999999982,-0.569999999999993,-69.3700000000001,-0.43,-30.0599999999999,9424.31071993592
487,Japan,2005_to_2006,-23.27,-23227.6699999999,0,-21608.6000000001,-0.420000000000002,-83.78,1.06,-40.38,5651.33477580722,-7.18000000000006,7184.19999999995,0,7081.94999999995,-1.49000000000001,-24.76,-1.65,-47.58,14664.4557964548
488,Japan,2006_to_2007,11.03,35695.6699999999,-0.01,36028.26,-2.13,-89.74,-1.37,-43.53,8079.89189760061,-23.27,-23227.6699999999,0,-21608.6000000001,-0.420000000000002,-83.78,1.06,-40.38,5651.33477580722
489,Japan,2007_to_2008,-11.99,-70614.76,0,-71986.1799999999,-2.73999999999999,-133.7,0.0700000000000003,-66.5699999999999,7483.27119010524,11.03,35695.6699999999,-0.01,36028.26,-2.13,-89.74,-1.37,-43.53,8079.89189760061
490,Japan,2008_to_2009,-38.53,-69261.6499999999,-0.01,-72782,-2.16000000000001,-87.5599999999999,0.33,-57.6,5199.96451362839,-11.99,-70614.76,0,-71986.1799999999,-2.73999999999999,-133.7,0.0700000000000003,-66.5699999999999,7483.27119010524
491,Japan,2009_to_2010,20.28,51420.6899999999,0,54127.6799999999,-1.83999999999999,3.47000000000003,0.0800000000000001,-30.47,11746.0855914338,-38.53,-69261.6499999999,-0.01,-72782,-2.16000000000001,-87.5599999999999,0.33,-57.6,5199.96451362839
492,Japan,2010_to_2011,-40.29,50086.5699999998,0,51053.96,-1.36,-63.26,0.84,-44.17,12992.823120442,20.28,51420.6899999999,0,54127.6799999999,-1.83999999999999,3.47000000000003,0.0800000000000001,-30.47,11746.0855914338
493,Japan,2011_to_2012,-34.8899999999999,41277.7200000002,0,42719.8400000001,-1.07000000000001,-46.1600000000001,-0.450000000000001,-3.79000000000008,7678.19580392854,-40.29,50086.5699999998,0,51053.96,-1.36,-63.26,0.84,-44.17,12992.823120442
494,Japan,2012_to_2013,-14.8200000000002,9270.14999999991,0,11485.3,0.0900000000000034,-58.6399999999999,0.74,-8.69999999999993,6333.82616366702,-34.8899999999999,41277.7200000002,0,42719.8400000001,-1.07000000000001,-46.1600000000001,-0.450000000000001,-3.79000000000008,7678.19580392854
495,Japan,2013_to_2014,-25.8599999999999,-51653.0600000001,0,-49464.52,-1.33,-55.02,1.37,-8.95000000000005,4342.608636196,-14.8200000000002,9270.14999999991,0,11485.3,0.0900000000000034,-58.6399999999999,0.74,-8.69999999999993,6333.82616366702
496,Japan,2014_to_2015,-32.8900000000001,-40268.6299999999,0,-38544.3600000001,-1.22,-36.95,1.73,-4.77999999999997,4443.18487543077,-25.8599999999999,-51653.0600000001,0,-49464.52,-1.33,-55.02,1.37,-8.95000000000005,4342.608636196
497,Japan,2015_to_2016,-13.1399999999999,-19614.29,-0.01,-16958.1099999999,-1.82000000000001,119.49,0.43,-0.810000000000059,5668.42666206462,-32.8900000000001,-40268.6299999999,0,-38544.3600000001,-1.22,-36.95,1.73,-4.77999999999997,4443.18487543077
498,Japan,2016_to_2017,-19.96,-15505.5700000001,0.01,-13602.55,0.75,-65.8099999999999,1.28,-5.61000000000001,7957.97197358531,-13.1399999999999,-19614.29,-0.01,-16958.1099999999,-1.82000000000001,119.49,0.43,-0.810000000000059,5668.42666206462
500,Kazakhstan,1993_to_1994,-491.65,-33554.68,0.839999999999999,-48272.11,-8.15000000000001,-96.57,3.97,-170.63,7304.62560809436,-362.25,-27351.36,0.63,-37663.74,-4.21,-71.4,1.55,-93.86,10124.6341971048
501,Kazakhstan,1994_to_1995,-384.97,-7627.87,0.16,-18397.81,-3.84999999999999,-33.15,-1.32,-12.2299999999999,5634.60073088857,-491.65,-33554.68,0.839999999999999,-48272.11,-8.15000000000001,-96.57,3.97,-170.63,7304.62560809436
502,Kazakhstan,1995_to_1996,-142.06,-14663.69,-0.359999999999999,-18281.29,-0.220000000000006,-43.25,0,-61.95,-1905.41452518833,-384.97,-7627.87,0.16,-18397.81,-3.84999999999999,-33.15,-1.32,-12.2299999999999,5634.60073088857
503,Kazakhstan,1996_to_1997,14.8400000000001,-7971.56,0.59,-6893.5,2.36000000000001,-27.86,0,-57.89,-8427.43158370454,-142.06,-14663.69,-0.359999999999999,-18281.29,-0.220000000000006,-43.25,0,-61.95,-1905.41452518833
504,Kazakhstan,1997_to_1998,78.0299999999997,-5031.00999999998,-0.83,-1707.20999999999,4.31,-23.6,-0.859999999999999,-25.66,-10098.4752708718,14.8400000000001,-7971.56,0.59,-6893.5,2.36000000000001,-27.86,0,-57.89,-8427.43158370454
505,Kazakhstan,1998_to_1999,-72.98,-25588.75,2.59,-25191.47,7.37,-80.95,1.27,-122.79,-12996.6544147385,78.0299999999997,-5031.00999999998,-0.83,-1707.20999999999,4.31,-23.6,-0.859999999999999,-25.66,-10098.4752708718
506,Kazakhstan,1999_to_2000,376.3,23803.71,2.89,35244.16,6.51,41.88,1.68,49.5,1653.43425217146,-72.98,-25588.75,2.59,-25191.47,7.37,-80.95,1.27,-122.79,-12996.6544147385
507,Kazakhstan,2000_to_2001,-1374.62,-5832.26000000001,-1.7,-40638.74,-1.55,12.26,0.00999999999999979,-6.29999999999995,-3449.54865139609,376.3,23803.71,2.89,35244.16,6.51,41.88,1.68,49.5,1653.43425217146
508,Kazakhstan,2001_to_2002,6.33000000000015,17880.28,0.729999999999999,17701.9,-1.29,23.18,0.640000000000001,51.46,-1104.47047827381,-1374.62,-5832.26000000001,-1.7,-40638.74,-1.55,12.26,0.00999999999999979,-6.29999999999995,-3449.54865139609
509,Kazakhstan,2002_to_2003,168.01,17970.41,-0.0999999999999996,21937.78,-1.04,37.04,-1.74,31.24,-1491.70419085023,6.33000000000015,17880.28,0.729999999999999,17701.9,-1.29,23.18,0.640000000000001,51.46,-1104.47047827381
510,Kazakhstan,2003_to_2004,69.0599999999999,9701.31,1.45,10983.7,-1.8,28.93,-1.46,-5.49000000000001,-6004.85918416118,168.01,17970.41,-0.0999999999999996,21937.78,-1.04,37.04,-1.74,31.24,-1491.70419085023
511,Kazakhstan,2004_to_2005,-16.3300000000002,13850.3,2.24,13152.27,-1.45,30.59,-0.469999999999999,59.36,-1706.86168732397,69.0599999999999,9701.31,1.45,10983.7,-1.8,28.93,-1.46,-5.49000000000001,-6004.85918416118
512,Kazakhstan,2005_to_2006,115.96,19323.12,0.260000000000002,22191.28,-0.82,33.89,-0.73,44.08,-1438.2617238704,-16.3300000000002,13850.3,2.24,13152.27,-1.45,30.59,-0.469999999999999,59.36,-1706.86168732397
513,Kazakhstan,2006_to_2007,66.3600000000001,6311.75999999998,-1.29,7897.08999999997,-0.509999999999998,10.59,-0.18,-9.61000000000001,-525.369043085724,115.96,19323.12,0.260000000000002,22191.28,-0.82,33.89,-0.73,44.08,-1438.2617238704
514,Kazakhstan,2007_to_2008,116.95,1135.22,3.74,3390.97999999998,-3.08,-16.36,-1.37,-15.9399999999999,-1078.16090960534,66.3600000000001,6311.75999999998,-1.29,7897.08999999997,-0.509999999999998,10.59,-0.18,-9.61000000000001,-525.369043085724
515,Kazakhstan,2008_to_2009,-50.8800000000001,-4950.66999999998,-1.05,-6399.17999999999,-0.780000000000001,3,-0.549999999999999,10.6999999999999,2266.58458103343,116.95,1135.22,3.74,3390.97999999998,-3.08,-16.36,-1.37,-15.9399999999999,-1078.16090960534
516,Kazakhstan,2009_to_2010,159.82,26751.33,2.01,31062.9,0.189999999999998,45.34,0.970000000000001,27.85,6192.09113853084,-50.8800000000001,-4950.66999999998,-1.05,-6399.17999999999,-0.780000000000001,3,-0.549999999999999,10.6999999999999,2266.58458103343
517,Kazakhstan,2010_to_2011,37.2000000000003,-10245.73,-0.68,-8821.5,1.3,-5.11000000000001,-0.610000000000001,45.99,10071.5081421002,159.82,26751.33,2.01,31062.9,0.189999999999998,45.34,0.970000000000001,27.85,6192.09113853084
518,Kazakhstan,2011_to_2012,7.52999999999975,6099.20999999999,-0.900000000000002,6151.35999999999,-0.530000000000001,13.4,-0.869999999999999,11.52,9905.02214084045,37.2000000000003,-10245.73,-0.68,-8821.5,1.3,-5.11000000000001,-0.610000000000001,45.99,10071.5081421002
519,Kazakhstan,2012_to_2013,53.4700000000003,7797.01000000001,-1.89,9396.81,0.839999999999996,12.97,-0.720000000000001,-27.73,2691.77842306485,7.52999999999975,6099.20999999999,-0.900000000000002,6151.35999999999,-0.530000000000001,13.4,-0.869999999999999,11.52,9905.02214084045
520,Kazakhstan,2013_to_2014,-27.0900000000001,24228.14,-0.329999999999998,24127.74,1.87,45.0899999999999,0.37,52.64,6560.75511414313,53.4700000000003,7797.01000000001,-1.89,9396.81,0.839999999999996,12.97,-0.720000000000001,-27.73,2691.77842306485
521,Kazakhstan,2014_to_2015,-61.3600000000001,9802.52999999997,-2.99,8466.95000000001,0.460000000000001,-4.57999999999993,0.989999999999999,-10.28,9280.55365591141,-27.0900000000001,24228.14,-0.329999999999998,24127.74,1.87,45.0899999999999,0.37,52.64,6560.75511414313
522,Kazakhstan,2015_to_2016,36.0999999999999,-156.75,0.31,940.030000000028,0.399999999999999,4.85000000000002,2.37,-29.4399999999999,11817.5199120711,-61.3600000000001,9802.52999999997,-2.99,8466.95000000001,0.460000000000001,-4.57999999999993,0.989999999999999,-10.28,9280.55365591141
523,Kazakhstan,2016_to_2017,58.04,19505.17,0.859999999999999,21410.81,1.53,37.4699999999999,0.0499999999999989,24.13,21471.8621454533,36.0999999999999,-156.75,0.31,940.030000000028,0.399999999999999,4.85000000000002,2.37,-29.4399999999999,11817.5199120711
525,Kyrgyzstan,1993_to_1994,-914.12,-3050.43,-0.13,-4336.89,-372.34,-10.91,10.27,-15.96,4620.66635900237,-631.820000000001,-2882.03,-0.23,-4434.86,-921.01,-11.3,12.6,-14.06,3996.03724327285
526,Kyrgyzstan,1994_to_1995,-215.85,-3112.07,-0.26,-3486.48,-158.56,-11.53,-11.76,-15.06,250.542773343055,-914.12,-3050.43,-0.13,-4336.89,-372.34,-10.91,10.27,-15.96,4620.66635900237
527,Kyrgyzstan,1995_to_1996,-227.4,182.13,-0.02,-51.0300000000007,-5.77000000000021,1.09,0.0799999999999983,-1.96,-2319.75851525235,-215.85,-3112.07,-0.26,-3486.48,-158.56,-11.53,-11.76,-15.06,250.542773343055
528,Kyrgyzstan,1996_to_1997,-6.67999999999984,804.11,0.17,1001.78,204.35,1.85,-1.36999999999999,2.61,-1674.06987550133,-227.4,182.13,-0.02,-51.0300000000007,-5.77000000000021,1.09,0.0799999999999983,-1.96,-2319.75851525235
529,Kyrgyzstan,1997_to_1998,-114.6,-1023.45,-0.01,-1147.54,-9.48000000000002,-2.48,3.28999999999999,-3.4,-1298.10831510666,-6.67999999999984,804.11,0.17,1001.78,204.35,1.85,-1.36999999999999,2.61,-1674.06987550133
530,Kyrgyzstan,1998_to_1999,34.0299999999997,-467.33,0.21,-418.91,14.3799999999999,-1.07,6.07000000000001,1.7,-1664.88097742972,-114.6,-1023.45,-0.01,-1147.54,-9.48000000000002,-2.48,3.28999999999999,-3.4,-1298.10831510666
531,Kyrgyzstan,1999_to_2000,156.55,-95.0799999999999,-0.15,55.4200000000001,-6.03999999999996,-1.32,-0.290000000000006,-0.549999999999997,1436.52380784007,34.0299999999997,-467.33,0.21,-418.91,14.3799999999999,-1.07,6.07000000000001,1.7,-1664.88097742972
532,Kyrgyzstan,2000_to_2001,146.39,-228.34,-0.0299999999999999,-38.2399999999998,43.71,-1.68,-2.39,0.239999999999998,-190.039765107176,156.55,-95.0799999999999,-0.15,55.4200000000001,-6.03999999999996,-1.32,-0.290000000000006,-0.549999999999997,1436.52380784007
533,Kyrgyzstan,2001_to_2002,343.57,215.72,-0.03,587.779999999999,28.49,0.970000000000002,-0.789999999999992,-0.32,605.149763846544,146.39,-228.34,-0.0299999999999999,-38.2399999999998,43.71,-1.68,-2.39,0.239999999999998,-190.039765107176
534,Kyrgyzstan,2002_to_2003,274.58,150.11,0.01,440.040000000001,15.3399999999999,0.41,4.33999999999999,-0.419999999999998,337.582440874219,343.57,215.72,-0.03,587.779999999999,28.49,0.970000000000002,-0.789999999999992,-0.32,605.149763846544
535,Kyrgyzstan,2003_to_2004,498.62,224.74,0.18,721.200000000001,-2.16999999999985,0.849999999999998,-0.36999999999999,1.24,-3330.70336498409,274.58,150.11,0.01,440.040000000001,15.3399999999999,0.41,4.33999999999999,-0.419999999999998,337.582440874219
536,Kyrgyzstan,2004_to_2005,260.66,72.79,-0.1,379.57,46.1299999999999,0.390000000000001,0.469999999999999,-0.140000000000001,-2100.35798747227,498.62,224.74,0.18,721.200000000001,-2.16999999999985,0.849999999999998,-0.36999999999999,1.24,-3330.70336498409
537,Kyrgyzstan,2005_to_2006,-82.4399999999996,135.39,-0.13,65.6700000000001,12.71,1.5,0.280000000000001,-0.300000000000001,-1259.70453897877,260.66,72.79,-0.1,379.57,46.1299999999999,0.390000000000001,0.469999999999999,-0.140000000000001,-2100.35798747227
538,Kyrgyzstan,2006_to_2007,27.6300000000001,976.99,0.03,1043.08,38.47,8.69,-1.27000000000001,1.93,-3451.22861785311,-82.4399999999996,135.39,-0.13,65.6700000000001,12.71,1.5,0.280000000000001,-0.300000000000001,-1259.70453897877
539,Kyrgyzstan,2007_to_2008,395.799999999999,853.11,0.08,1267.86,18.9400000000001,1.88,0,6.75,-4037.68051775663,27.6300000000001,976.99,0.03,1043.08,38.47,8.69,-1.27000000000001,1.93,-3451.22861785311
540,Kyrgyzstan,2008_to_2009,202.150000000001,-423.139999999999,-0.01,-109.67,111.32,2.03,6.31,1.46,-4678.76451728975,395.799999999999,853.11,0.08,1267.86,18.9400000000001,1.88,0,6.75,-4037.68051775663
541,Kyrgyzstan,2009_to_2010,-310.57,-571.13,0.0900000000000001,-862.67,19.04,-4.19,-0.390000000000001,-2.41,-3163.93896380477,202.150000000001,-423.139999999999,-0.01,-109.67,111.32,2.03,6.31,1.46,-4678.76451728975
543,Latvia,1993_to_1994,-6.81,-1521.89,0.02,-1926.93,-0.78,-9.87,1.14999999999999,0.969999999999999,194.630465713401,-28.77,-2261.19,0.03,-3413.3,-1.46,-9.45999999999999,7.52000000000001,-4.05000000000001,456.890555661192
544,Latvia,1994_to_1995,-0.379999999999995,-1206.44,-0.06,-1357.82,-0.54,-4.91,-0.629999999999995,-17.32,-1278.71122041257,-6.81,-1521.89,0.02,-1926.93,-0.78,-9.87,1.14999999999999,0.969999999999999,194.630465713401
545,Latvia,1995_to_1996,-1.41000000000001,79.9600000000009,0.01,50.4200000000001,-0.0200000000000005,-0.420000000000002,-14.24,6.28,-1757.79631268586,-0.379999999999995,-1206.44,-0.06,-1357.82,-0.54,-4.91,-0.629999999999995,-17.32,-1278.71122041257
546,Latvia,1996_to_1997,-1.27,-524.32,0.01,-550.93,-0.0199999999999996,-2.41,6.01,-11.71,-497.555524238529,-1.41000000000001,79.9600000000009,0.01,50.4200000000001,-0.0200000000000005,-0.420000000000002,-14.24,6.28,-1757.79631268586
547,Latvia,1997_to_1998,-3.45999999999999,-365.26,0,-497.08,-0.18,-3.7,8.91,-4.12,0.834397871729379,-1.27,-524.32,0.01,-550.93,-0.0199999999999996,-2.41,6.01,-11.71,-497.555524238529
548,Latvia,1998_to_1999,-5.32000000000001,-584.72,-0.01,-779.469999999999,-0.23,-1.64,-7.33999999999999,-7.63,-527.522915897436,-3.45999999999999,-365.26,0,-497.08,-0.18,-3.7,8.91,-4.12,0.834397871729379
549,Latvia,1999_to_2000,-0.039999999999992,-631.25,-0.01,-616,0.0200000000000005,-1.45999999999999,1.09999999999999,-14.46,-303.8768903292,-5.32000000000001,-584.72,-0.01,-779.469999999999,-0.23,-1.64,-7.33999999999999,-7.63,-527.522915897436
550,Latvia,2000_to_2001,3.42999999999999,409.67,0.04,581.360000000001,0.26,3.09999999999999,-1.98999999999999,-3.45,221.974651991319,-0.039999999999992,-631.25,-0.01,-616,0.0200000000000005,-1.45999999999999,1.09999999999999,-14.46,-303.8768903292
551,Latvia,2001_to_2002,-1.01000000000001,28.2199999999993,0.04,-23.9000000000015,-0.12,-1.16,-4.00000000000001,-1.32,-1.74294524668767,3.42999999999999,409.67,0.04,581.360000000001,0.26,3.09999999999999,-1.98999999999999,-3.45,221.974651991319
552,Latvia,2002_to_2003,-3.39999999999999,219.98,0.04,189.1,0.149999999999999,1.81,-4.05,-1.67,-55.5261701834897,-1.01000000000001,28.2199999999993,0.04,-23.9000000000015,-0.12,-1.16,-4.00000000000001,-1.32,-1.74294524668767
553,Latvia,2003_to_2004,-1.21000000000001,5.17000000000007,-0.00999999999999998,-31.7899999999991,-0.0499999999999998,-0.710000000000001,9.13999999999999,-2.03,7.86941786017087,-3.39999999999999,219.98,0.04,189.1,0.149999999999999,1.81,-4.05,-1.67,-55.5261701834897
554,Latvia,2004_to_2005,1.97000000000001,78.9200000000001,0.05,175.15,0.13,-0.420000000000002,1.40000000000001,-0.539999999999999,344.479777781655,-1.21000000000001,5.17000000000007,-0.00999999999999998,-31.7899999999991,-0.0499999999999998,-0.710000000000001,9.13999999999999,-2.03,7.86941786017087
555,Latvia,2005_to_2006,-1.88000000000001,499.049999999999,0.02,481.27,0,0.479999999999997,-12.65,-0.42,232.703225559831,1.97000000000001,78.9200000000001,0.05,175.15,0.13,-0.420000000000002,1.40000000000001,-0.539999999999999,344.479777781655
556,Latvia,2006_to_2007,1.96000000000001,326.26,0.03,448.009999999998,0.17,0.400000000000006,2.29,-0.200000000000001,23.936963611035,-1.88000000000001,499.049999999999,0.02,481.27,0,0.479999999999997,-12.65,-0.42,232.703225559831
557,Latvia,2007_to_2008,-1.44000000000001,-439.17,0,-474.189999999999,-0.0699999999999994,-3.73,1.68,-1.54,-506.675013194428,1.96000000000001,326.26,0.03,448.009999999998,0.17,0.400000000000006,2.29,-0.200000000000001,23.936963611035
558,Latvia,2008_to_2009,0.820000000000007,-740.9,0.13,-685.17,0.0699999999999994,-2.64,2.9,0.0300000000000002,-329.595881342872,-1.44000000000001,-439.17,0,-474.189999999999,-0.0699999999999994,-3.73,1.68,-1.54,-506.675013194428
559,Latvia,2009_to_2010,-2.48999999999999,1096.96,0.04,1088.29,0.100000000000001,1.15,-9.11,-2.3,-33.0622409769094,0.820000000000007,-740.9,0.13,-685.17,0.0699999999999994,-2.64,2.9,0.0300000000000002,-329.595881342872
560,Latvia,2010_to_2011,-1.94000000000001,-743.48,-0.05,-790.029999999999,0,-2.66999999999999,-5.32,-0.04,-111.035086957398,-2.48999999999999,1096.96,0.04,1088.29,0.100000000000001,1.15,-9.11,-2.3,-33.0622409769094
561,Latvia,2011_to_2012,1.66000000000001,-290.19,0.04,-182.970000000001,0.22,-0.0500000000000043,13.42,0.140000000000001,19.2993149769882,-1.94000000000001,-743.48,-0.05,-790.029999999999,0,-2.66999999999999,-5.32,-0.04,-111.035086957398
562,Latvia,2012_to_2013,0.879999999999995,-133.22,0.03,-72.5799999999999,0.0800000000000001,-0.699999999999996,-13.13,-0.51,92.5278273627846,1.66000000000001,-290.19,0.04,-182.970000000001,0.22,-0.0500000000000043,13.42,0.140000000000001,19.2993149769882
563,Latvia,2013_to_2014,1.90000000000001,-199.36,-0.07,-98.0599999999995,0.13,-0.57,-7.32,-0.0499999999999998,-76.0317286705176,0.879999999999995,-133.22,0.03,-72.5799999999999,0.0800000000000001,-0.699999999999996,-13.13,-0.51,92.5278273627846
564,Latvia,2014_to_2015,-3.95,90.0799999999999,0.05,48,0.15,-0.830000000000005,-5.23999999999999,-0.3,-142.552792783999,1.90000000000001,-199.36,-0.07,-98.0599999999995,0.13,-0.57,-7.32,-0.0499999999999998,-76.0317286705176
565,Latvia,2015_to_2016,1.03,-51.96,-0.02,-10.8700000000008,-0.0200000000000005,-1.76,5.09999999999999,-0.12,-260.711559241129,-3.95,90.0799999999999,0.05,48,0.15,-0.830000000000005,-5.23999999999999,-0.3,-142.552792783999
566,Latvia,2016_to_2017,1.3,2.02999999999975,0.03,45.0200000000004,0.0600000000000005,0.0900000000000034,18.79,0.16,-43.0633822644259,1.03,-51.96,-0.02,-10.8700000000008,-0.0200000000000005,-1.76,5.09999999999999,-0.12,-260.711559241129
568,Lithuania,1993_to_1994,-20.38,-559.779999999999,-0.14,-1419.78,-1.17,-6.19,3.15,-0.799999999999997,-248.950409996716,-29.99,-4852.53,-0.02,-6071.42,-1.58,-24.97,1.63,-13.41,1749.5147655587
569,Lithuania,1994_to_1995,-9.31,-703.790000000001,-0.16,-980.66,-0.17,1.13,-1.76,-22.25,-1545.59929771363,-20.38,-559.779999999999,-0.14,-1419.78,-1.17,-6.19,3.15,-0.799999999999997,-248.950409996716
570,Lithuania,1995_to_1996,-3.15000000000001,673.15,0.15,1051.58,1.53,2.03,-0.21,0.670000000000002,-2285.07627173258,-9.31,-703.790000000001,-0.16,-980.66,-0.17,1.13,-1.76,-22.25,-1545.59929771363
571,Lithuania,1996_to_1997,0.430000000000007,-575.42,-0.08,-448.379999999997,0.380000000000001,1.67,0.0700000000000003,-6.14,-1661.95913847748,-3.15000000000001,673.15,0.15,1051.58,1.53,2.03,-0.21,0.670000000000002,-2285.07627173258
572,Lithuania,1997_to_1998,-4.66,857.490000000002,-0.03,983.079999999998,0.800000000000001,-0.0799999999999983,-0.11,16.75,-536.212568354131,0.430000000000007,-575.42,-0.08,-448.379999999997,0.380000000000001,1.67,0.0700000000000003,-6.14,-1661.95913847748
573,Lithuania,1998_to_1999,-10.01,-2562.74,0.06,-2859.03,-0.17,-9.10000000000001,1.44,-21.57,-891.328479290387,-4.66,857.490000000002,-0.03,983.079999999998,0.800000000000001,-0.0799999999999983,-0.11,16.75,-536.212568354131
574,Lithuania,1999_to_2000,-5.58000000000001,-1603.04,0.24,-1536.68,0.68,-5.78999999999999,-0.38,-25.53,-613.702791685057,-10.01,-2562.74,0.06,-2859.03,-0.17,-9.10000000000001,1.44,-21.57,-891.328479290387
575,Lithuania,2000_to_2001,-2.97,747.450000000001,0.02,794.41,0.379999999999999,1.5,-1.21,3.81,432.862814164419,-5.58000000000001,-1603.04,0.24,-1536.68,0.68,-5.78999999999999,-0.38,-25.53,-613.702791685057
576,Lithuania,2001_to_2002,2.11000000000001,68.6399999999994,-0.12,362.66,0.790000000000001,1.66,-0.0299999999999994,-4.23999999999999,-498.333515339127,-2.97,747.450000000001,0.02,794.41,0.379999999999999,1.5,-1.21,3.81,432.862814164419
577,Lithuania,2002_to_2003,2.28,-10.1399999999994,-0.0399999999999999,164.73,0.35,0.379999999999995,0.72,-12.68,-377.407742556661,2.11000000000001,68.6399999999994,-0.12,362.66,0.790000000000001,1.66,-0.0299999999999994,-4.23999999999999,-498.333515339127
578,Lithuania,2003_to_2004,0.779999999999973,592.469999999999,-0.02,857.43,0.76,1.87,-0.13,0.739999999999998,-511.73283994343,2.28,-10.1399999999994,-0.0399999999999999,164.73,0.35,0.379999999999995,0.72,-12.68,-377.407742556661
